datoteka;vrsta;dimenzije;naslov / opis;koristi
rijec-zgrada.png;slika;512×512;zgrada — building (Mjesta);sve igre
rijec-zgrada.mp3;zvuk;—;izgovor: „zgrada”;sve igre
rijec-selo.png;slika;512×512;selo — village (Mjesta);sve igre
rijec-selo.mp3;zvuk;—;izgovor: „selo”;sve igre
rijec-drzava.png;slika;512×512;država — country (Mjesta);sve igre
rijec-drzava.mp3;zvuk;—;izgovor: „država”;sve igre
rijec-bolnica.png;slika;512×512;bolnica — hospital (Mjesta);sve igre
rijec-bolnica.mp3;zvuk;—;izgovor: „bolnica”;sve igre
rijec-banka.png;slika;512×512;banka — bank (Mjesta);sve igre
rijec-banka.mp3;zvuk;—;izgovor: „banka”;sve igre
rijec-crkva.png;slika;512×512;crkva — church (Mjesta);sve igre
rijec-crkva.mp3;zvuk;—;izgovor: „crkva”;sve igre
rijec-park.png;slika;512×512;park — park (Mjesta);sve igre
rijec-park.mp3;zvuk;—;izgovor: „park”;sve igre
rijec-plaza.png;slika;512×512;plaža — beach (Mjesta);sve igre
rijec-plaza.mp3;zvuk;—;izgovor: „plaža”;sve igre
rijec-luka.png;slika;512×512;luka — port (Mjesta);sve igre
rijec-luka.mp3;zvuk;—;izgovor: „luka”;sve igre
rijec-kvart.png;slika;512×512;kvart — neighbourhood (Mjesta);sve igre
rijec-kvart.mp3;zvuk;—;izgovor: „kvart”;sve igre
rijec-dvoriste.png;slika;512×512;dvorište — yard (Mjesta);sve igre
rijec-dvoriste.mp3;zvuk;—;izgovor: „dvorište”;sve igre
rijec-tvornica.png;slika;512×512;tvornica — factory (Mjesta);sve igre
rijec-tvornica.mp3;zvuk;—;izgovor: „tvornica”;sve igre
rijec-sveuciliste.png;slika;512×512;sveučilište — university (Mjesta);sve igre
rijec-sveuciliste.mp3;zvuk;—;izgovor: „sveučilište”;sve igre
rijec-vrtic.png;slika;512×512;vrtić — kindergarten (Mjesta);sve igre
rijec-vrtic.mp3;zvuk;—;izgovor: „vrtić”;sve igre
rijec-kiosk.png;slika;512×512;kiosk — kiosk (Mjesta);sve igre
rijec-kiosk.mp3;zvuk;—;izgovor: „kiosk”;sve igre
rijec-autocesta.png;slika;512×512;autocesta — motorway (Mjesta);sve igre
rijec-autocesta.mp3;zvuk;—;izgovor: „autocesta”;sve igre
rijec-raskrizje.png;slika;512×512;raskrižje — crossroads (Mjesta);sve igre
rijec-raskrizje.mp3;zvuk;—;izgovor: „raskrižje”;sve igre
rijec-parkiraliste.png;slika;512×512;parkiralište — car park (Mjesta);sve igre
rijec-parkiraliste.mp3;zvuk;—;izgovor: „parkiralište”;sve igre
rijec-dvorana.png;slika;512×512;dvorana — hall (Mjesta);sve igre
rijec-dvorana.mp3;zvuk;—;izgovor: „dvorana”;sve igre
rijec-fontana.png;slika;512×512;fontana — fountain (Mjesta);sve igre
rijec-fontana.mp3;zvuk;—;izgovor: „fontana”;sve igre
rijec-tunel.png;slika;512×512;tunel — tunnel (Mjesta);sve igre
rijec-tunel.mp3;zvuk;—;izgovor: „tunel”;sve igre
rijec-granica.png;slika;512×512;granica — border (Mjesta);sve igre
rijec-granica.mp3;zvuk;—;izgovor: „granica”;sve igre
rijec-centar.png;slika;512×512;centar — centre (Mjesta);sve igre
rijec-centar.mp3;zvuk;—;izgovor: „centar”;sve igre
rijec-akvarij.png;slika;512×512;akvarij — aquarium (Mjesta);sve igre
rijec-akvarij.mp3;zvuk;—;izgovor: „akvarij”;sve igre
rijec-tvrdava.png;slika;512×512;tvrđava — fortress (Mjesta);sve igre
rijec-tvrdava.mp3;zvuk;—;izgovor: „tvrđava”;sve igre
rijec-dvorac.png;slika;512×512;dvorac — castle (Mjesta);sve igre
rijec-dvorac.mp3;zvuk;—;izgovor: „dvorac”;sve igre
rijec-svjetionik.png;slika;512×512;svjetionik — lighthouse (Mjesta);sve igre
rijec-svjetionik.mp3;zvuk;—;izgovor: „svjetionik”;sve igre
rijec-cekaonica.png;slika;512×512;čekaonica — waiting room (Mjesta);sve igre
rijec-cekaonica.mp3;zvuk;—;izgovor: „čekaonica”;sve igre
rijec-trzni-centar.png;slika;512×512;tržni centar — shopping centre (Mjesta);sve igre
rijec-trzni-centar.mp3;zvuk;—;izgovor: „tržni centar”;sve igre
rijec-soba.png;slika;512×512;soba — room (Dom);sve igre
rijec-soba.mp3;zvuk;—;izgovor: „soba”;sve igre
rijec-kuhinja.png;slika;512×512;kuhinja — kitchen (Dom);sve igre
rijec-kuhinja.mp3;zvuk;—;izgovor: „kuhinja”;sve igre
rijec-kupaonica.png;slika;512×512;kupaonica — bathroom (Dom);sve igre
rijec-kupaonica.mp3;zvuk;—;izgovor: „kupaonica”;sve igre
rijec-spavaca-soba.png;slika;512×512;spavaća soba — bedroom (Dom);sve igre
rijec-spavaca-soba.mp3;zvuk;—;izgovor: „spavaća soba”;sve igre
rijec-dnevna-soba.png;slika;512×512;dnevna soba — living room (Dom);sve igre
rijec-dnevna-soba.mp3;zvuk;—;izgovor: „dnevna soba”;sve igre
rijec-hodnik.png;slika;512×512;hodnik — hallway (Dom);sve igre
rijec-hodnik.mp3;zvuk;—;izgovor: „hodnik”;sve igre
rijec-stan.png;slika;512×512;stan — flat (Dom);sve igre
rijec-stan.mp3;zvuk;—;izgovor: „stan”;sve igre
rijec-vrt.png;slika;512×512;vrt — garden (Dom);sve igre
rijec-vrt.mp3;zvuk;—;izgovor: „vrt”;sve igre
rijec-balkon.png;slika;512×512;balkon — balcony (Dom);sve igre
rijec-balkon.mp3;zvuk;—;izgovor: „balkon”;sve igre
rijec-krov.png;slika;512×512;krov — roof (Dom);sve igre
rijec-krov.mp3;zvuk;—;izgovor: „krov”;sve igre
rijec-pod.png;slika;512×512;pod — floor (Dom);sve igre
rijec-pod.mp3;zvuk;—;izgovor: „pod”;sve igre
rijec-strop.png;slika;512×512;strop — ceiling (Dom);sve igre
rijec-strop.mp3;zvuk;—;izgovor: „strop”;sve igre
rijec-zid.png;slika;512×512;zid — wall (Dom);sve igre
rijec-zid.mp3;zvuk;—;izgovor: „zid”;sve igre
rijec-vrata.png;slika;512×512;vrata — door (Dom);sve igre
rijec-vrata.mp3;zvuk;—;izgovor: „vrata”;sve igre
rijec-prozor.png;slika;512×512;prozor — window (Dom);sve igre
rijec-prozor.mp3;zvuk;—;izgovor: „prozor”;sve igre
rijec-stol.png;slika;512×512;stol — table (Dom);sve igre
rijec-stol.mp3;zvuk;—;izgovor: „stol”;sve igre
rijec-stolica.png;slika;512×512;stolica — chair (Dom);sve igre
rijec-stolica.mp3;zvuk;—;izgovor: „stolica”;sve igre
rijec-krevet.png;slika;512×512;krevet — bed (Dom);sve igre
rijec-krevet.mp3;zvuk;—;izgovor: „krevet”;sve igre
rijec-ormar.png;slika;512×512;ormar — wardrobe (Dom);sve igre
rijec-ormar.mp3;zvuk;—;izgovor: „ormar”;sve igre
rijec-polica.png;slika;512×512;polica — shelf (Dom);sve igre
rijec-polica.mp3;zvuk;—;izgovor: „polica”;sve igre
rijec-kauc.png;slika;512×512;kauč — sofa (Dom);sve igre
rijec-kauc.mp3;zvuk;—;izgovor: „kauč”;sve igre
rijec-tepih.png;slika;512×512;tepih — carpet (Dom);sve igre
rijec-tepih.mp3;zvuk;—;izgovor: „tepih”;sve igre
rijec-lampa.png;slika;512×512;lampa — lamp (Dom);sve igre
rijec-lampa.mp3;zvuk;—;izgovor: „lampa”;sve igre
rijec-zavjesa.png;slika;512×512;zavjesa — curtain (Dom);sve igre
rijec-zavjesa.mp3;zvuk;—;izgovor: „zavjesa”;sve igre
rijec-jastuk.png;slika;512×512;jastuk — pillow (Dom);sve igre
rijec-jastuk.mp3;zvuk;—;izgovor: „jastuk”;sve igre
rijec-deka.png;slika;512×512;deka — blanket (Dom);sve igre
rijec-deka.mp3;zvuk;—;izgovor: „deka”;sve igre
rijec-hladnjak.png;slika;512×512;hladnjak — fridge (Dom);sve igre
rijec-hladnjak.mp3;zvuk;—;izgovor: „hladnjak”;sve igre
rijec-pecnica.png;slika;512×512;pećnica — oven (Dom);sve igre
rijec-pecnica.mp3;zvuk;—;izgovor: „pećnica”;sve igre
rijec-perilica.png;slika;512×512;perilica — washing machine (Dom);sve igre
rijec-perilica.mp3;zvuk;—;izgovor: „perilica”;sve igre
rijec-stepenice.png;slika;512×512;stepenice — stairs (Dom);sve igre
rijec-stepenice.mp3;zvuk;—;izgovor: „stepenice”;sve igre
rijec-dizalo.png;slika;512×512;dizalo — lift (Dom);sve igre
rijec-dizalo.mp3;zvuk;—;izgovor: „dizalo”;sve igre
rijec-adresa.png;slika;512×512;adresa — address (Dom);sve igre
rijec-adresa.mp3;zvuk;—;izgovor: „adresa”;sve igre
rijec-podrum.png;slika;512×512;podrum — cellar (Dom);sve igre
rijec-podrum.mp3;zvuk;—;izgovor: „podrum”;sve igre
rijec-tavan.png;slika;512×512;tavan — attic (Dom);sve igre
rijec-tavan.mp3;zvuk;—;izgovor: „tavan”;sve igre
rijec-garaza.png;slika;512×512;garaža — garage (Dom);sve igre
rijec-garaza.mp3;zvuk;—;izgovor: „garaža”;sve igre
rijec-auto.png;slika;512×512;auto — car (Prijevoz);sve igre
rijec-auto.mp3;zvuk;—;izgovor: „auto”;sve igre
rijec-autobus.png;slika;512×512;autobus — bus (Prijevoz);sve igre
rijec-autobus.mp3;zvuk;—;izgovor: „autobus”;sve igre
rijec-tramvaj.png;slika;512×512;tramvaj — tram (Prijevoz);sve igre
rijec-tramvaj.mp3;zvuk;—;izgovor: „tramvaj”;sve igre
rijec-vlak.png;slika;512×512;vlak — train (Prijevoz);sve igre
rijec-vlak.mp3;zvuk;—;izgovor: „vlak”;sve igre
rijec-taksi.png;slika;512×512;taksi — taxi (Prijevoz);sve igre
rijec-taksi.mp3;zvuk;—;izgovor: „taksi”;sve igre
rijec-bicikl.png;slika;512×512;bicikl — bicycle (Prijevoz);sve igre
rijec-bicikl.mp3;zvuk;—;izgovor: „bicikl”;sve igre
rijec-brod.png;slika;512×512;brod — boat (Prijevoz);sve igre
rijec-brod.mp3;zvuk;—;izgovor: „brod”;sve igre
rijec-avion.png;slika;512×512;avion — plane (Prijevoz);sve igre
rijec-avion.mp3;zvuk;—;izgovor: „avion”;sve igre
rijec-motor.png;slika;512×512;motor — motorbike (Prijevoz);sve igre
rijec-motor.mp3;zvuk;—;izgovor: „motor”;sve igre
rijec-trajekt.png;slika;512×512;trajekt — ferry (Prijevoz);sve igre
rijec-trajekt.mp3;zvuk;—;izgovor: „trajekt”;sve igre
rijec-metro.png;slika;512×512;metro — metro (Prijevoz);sve igre
rijec-metro.mp3;zvuk;—;izgovor: „metro”;sve igre
rijec-kamion.png;slika;512×512;kamion — truck (Prijevoz);sve igre
rijec-kamion.mp3;zvuk;—;izgovor: „kamion”;sve igre
rijec-kombi.png;slika;512×512;kombi — van (Prijevoz);sve igre
rijec-kombi.mp3;zvuk;—;izgovor: „kombi”;sve igre
rijec-romobil.png;slika;512×512;romobil — scooter (Prijevoz);sve igre
rijec-romobil.mp3;zvuk;—;izgovor: „romobil”;sve igre
rijec-helikopter.png;slika;512×512;helikopter — helicopter (Prijevoz);sve igre
rijec-helikopter.mp3;zvuk;—;izgovor: „helikopter”;sve igre
rijec-raketa.png;slika;512×512;raketa — rocket (Prijevoz);sve igre
rijec-raketa.mp3;zvuk;—;izgovor: „raketa”;sve igre
rijec-hitna.png;slika;512×512;hitna — ambulance (Prijevoz);sve igre
rijec-hitna.mp3;zvuk;—;izgovor: „hitna”;sve igre
rijec-peron.png;slika;512×512;peron — platform (Prijevoz);sve igre
rijec-peron.mp3;zvuk;—;izgovor: „peron”;sve igre
rijec-voznja.png;slika;512×512;vožnja — ride (Prijevoz);sve igre
rijec-voznja.mp3;zvuk;—;izgovor: „vožnja”;sve igre
rijec-gorivo.png;slika;512×512;gorivo — fuel (Prijevoz);sve igre
rijec-gorivo.mp3;zvuk;—;izgovor: „gorivo”;sve igre
rijec-guma.png;slika;512×512;guma — tyre (Prijevoz);sve igre
rijec-guma.mp3;zvuk;—;izgovor: „guma”;sve igre
rijec-volan.png;slika;512×512;volan — steering wheel (Prijevoz);sve igre
rijec-volan.mp3;zvuk;—;izgovor: „volan”;sve igre
rijec-sidro.png;slika;512×512;sidro — anchor (Prijevoz);sve igre
rijec-sidro.mp3;zvuk;—;izgovor: „sidro”;sve igre
rijec-jedro.png;slika;512×512;jedro — sail (Prijevoz);sve igre
rijec-jedro.mp3;zvuk;—;izgovor: „jedro”;sve igre
rijec-camac.png;slika;512×512;čamac — small boat (Prijevoz);sve igre
rijec-camac.mp3;zvuk;—;izgovor: „čamac”;sve igre
rijec-kolica.png;slika;512×512;kolica — cart (Prijevoz);sve igre
rijec-kolica.mp3;zvuk;—;izgovor: „kolica”;sve igre
rijec-knjiga.png;slika;512×512;knjiga — book (Predmeti);sve igre
rijec-knjiga.mp3;zvuk;—;izgovor: „knjiga”;sve igre
rijec-telefon.png;slika;512×512;telefon — telephone (Predmeti);sve igre
rijec-telefon.mp3;zvuk;—;izgovor: „telefon”;sve igre
rijec-slika.png;slika;512×512;slika — picture (Predmeti);sve igre
rijec-slika.mp3;zvuk;—;izgovor: „slika”;sve igre
rijec-kutija.png;slika;512×512;kutija — box (Predmeti);sve igre
rijec-kutija.mp3;zvuk;—;izgovor: „kutija”;sve igre
rijec-tava.png;slika;512×512;tava — pan (Predmeti);sve igre
rijec-tava.mp3;zvuk;—;izgovor: „tava”;sve igre
rijec-vrecica.png;slika;512×512;vrećica — bag (Predmeti);sve igre
rijec-vrecica.mp3;zvuk;—;izgovor: „vrećica”;sve igre
rijec-novine.png;slika;512×512;novine — newspaper (Predmeti);sve igre
rijec-novine.mp3;zvuk;—;izgovor: „novine”;sve igre
rijec-pismo.png;slika;512×512;pismo — letter (Predmeti);sve igre
rijec-pismo.mp3;zvuk;—;izgovor: „pismo”;sve igre
rijec-paket.png;slika;512×512;paket — package (Predmeti);sve igre
rijec-paket.mp3;zvuk;—;izgovor: „paket”;sve igre
rijec-karta.png;slika;512×512;karta — ticket (Predmeti);sve igre
rijec-karta.mp3;zvuk;—;izgovor: „karta”;sve igre
rijec-gitara.png;slika;512×512;gitara — guitar (Predmeti);sve igre
rijec-gitara.mp3;zvuk;—;izgovor: „gitara”;sve igre
rijec-klavir.png;slika;512×512;klavir — piano (Predmeti);sve igre
rijec-klavir.mp3;zvuk;—;izgovor: „klavir”;sve igre
rijec-lopta.png;slika;512×512;lopta — ball (Predmeti);sve igre
rijec-lopta.mp3;zvuk;—;izgovor: „lopta”;sve igre
rijec-fotoaparat.png;slika;512×512;fotoaparat — camera (Predmeti);sve igre
rijec-fotoaparat.mp3;zvuk;—;izgovor: „fotoaparat”;sve igre
rijec-igla.png;slika;512×512;igla — needle (Predmeti);sve igre
rijec-igla.mp3;zvuk;—;izgovor: „igla”;sve igre
rijec-poklon.png;slika;512×512;poklon — present (Predmeti);sve igre
rijec-poklon.mp3;zvuk;—;izgovor: „poklon”;sve igre
rijec-udzbenik.png;slika;512×512;udžbenik — textbook (Predmeti);sve igre
rijec-udzbenik.mp3;zvuk;—;izgovor: „udžbenik”;sve igre
rijec-kljuc.png;slika;512×512;ključ — key (Predmeti);sve igre
rijec-kljuc.mp3;zvuk;—;izgovor: „ključ”;sve igre
rijec-novcanik.png;slika;512×512;novčanik — wallet (Predmeti);sve igre
rijec-novcanik.mp3;zvuk;—;izgovor: „novčanik”;sve igre
rijec-novac.png;slika;512×512;novac — money (Predmeti);sve igre
rijec-novac.mp3;zvuk;—;izgovor: „novac”;sve igre
rijec-torba.png;slika;512×512;torba — bag (Predmeti);sve igre
rijec-torba.mp3;zvuk;—;izgovor: „torba”;sve igre
rijec-naocale.png;slika;512×512;naočale — glasses (Predmeti);sve igre
rijec-naocale.mp3;zvuk;—;izgovor: „naočale”;sve igre
rijec-rucni-sat.png;slika;512×512;ručni sat — wristwatch (Predmeti);sve igre
rijec-rucni-sat.mp3;zvuk;—;izgovor: „ručni sat”;sve igre
rijec-kisobran.png;slika;512×512;kišobran — umbrella (Predmeti);sve igre
rijec-kisobran.mp3;zvuk;—;izgovor: „kišobran”;sve igre
rijec-ogledalo.png;slika;512×512;ogledalo — mirror (Predmeti);sve igre
rijec-ogledalo.mp3;zvuk;—;izgovor: „ogledalo”;sve igre
rijec-cesalj.png;slika;512×512;češalj — comb (Predmeti);sve igre
rijec-cesalj.mp3;zvuk;—;izgovor: „češalj”;sve igre
rijec-cetkica.png;slika;512×512;četkica — toothbrush (Predmeti);sve igre
rijec-cetkica.mp3;zvuk;—;izgovor: „četkica”;sve igre
rijec-sapun.png;slika;512×512;sapun — soap (Predmeti);sve igre
rijec-sapun.mp3;zvuk;—;izgovor: „sapun”;sve igre
rijec-rucnik.png;slika;512×512;ručnik — towel (Predmeti);sve igre
rijec-rucnik.mp3;zvuk;—;izgovor: „ručnik”;sve igre
rijec-svijeca.png;slika;512×512;svijeća — candle (Predmeti);sve igre
rijec-svijeca.mp3;zvuk;—;izgovor: „svijeća”;sve igre
rijec-skare.png;slika;512×512;škare — scissors (Predmeti);sve igre
rijec-skare.mp3;zvuk;—;izgovor: „škare”;sve igre
rijec-ljepilo.png;slika;512×512;ljepilo — glue (Predmeti);sve igre
rijec-ljepilo.mp3;zvuk;—;izgovor: „ljepilo”;sve igre
rijec-olovka.png;slika;512×512;olovka — pencil (Predmeti);sve igre
rijec-olovka.mp3;zvuk;—;izgovor: „olovka”;sve igre
rijec-kemijska.png;slika;512×512;kemijska — pen (Predmeti);sve igre
rijec-kemijska.mp3;zvuk;—;izgovor: „kemijska”;sve igre
rijec-papir.png;slika;512×512;papir — paper (Predmeti);sve igre
rijec-papir.mp3;zvuk;—;izgovor: „papir”;sve igre
rijec-biljeznica.png;slika;512×512;bilježnica — notebook (Predmeti);sve igre
rijec-biljeznica.mp3;zvuk;—;izgovor: „bilježnica”;sve igre
rijec-mapa.png;slika;512×512;mapa — folder (Predmeti);sve igre
rijec-mapa.mp3;zvuk;—;izgovor: „mapa”;sve igre
rijec-kist.png;slika;512×512;kist — brush (Predmeti);sve igre
rijec-kist.mp3;zvuk;—;izgovor: „kist”;sve igre
rijec-noz.png;slika;512×512;nož — knife (Predmeti);sve igre
rijec-noz.mp3;zvuk;—;izgovor: „nož”;sve igre
rijec-zlica.png;slika;512×512;žlica — spoon (Predmeti);sve igre
rijec-zlica.mp3;zvuk;—;izgovor: „žlica”;sve igre
rijec-vilica.png;slika;512×512;vilica — fork (Predmeti);sve igre
rijec-vilica.mp3;zvuk;—;izgovor: „vilica”;sve igre
rijec-tanjur.png;slika;512×512;tanjur — plate (Predmeti);sve igre
rijec-tanjur.mp3;zvuk;—;izgovor: „tanjur”;sve igre
rijec-zdjela.png;slika;512×512;zdjela — bowl (Predmeti);sve igre
rijec-zdjela.mp3;zvuk;—;izgovor: „zdjela”;sve igre
rijec-metla.png;slika;512×512;metla — broom (Predmeti);sve igre
rijec-metla.mp3;zvuk;—;izgovor: „metla”;sve igre
rijec-alat.png;slika;512×512;alat — tool (Predmeti);sve igre
rijec-alat.mp3;zvuk;—;izgovor: „alat”;sve igre
rijec-cekic.png;slika;512×512;čekić — hammer (Predmeti);sve igre
rijec-cekic.mp3;zvuk;—;izgovor: „čekić”;sve igre
rijec-ljestve.png;slika;512×512;ljestve — ladder (Predmeti);sve igre
rijec-ljestve.mp3;zvuk;—;izgovor: „ljestve”;sve igre
rijec-uze.png;slika;512×512;uže — rope (Predmeti);sve igre
rijec-uze.mp3;zvuk;—;izgovor: „uže”;sve igre
rijec-lanac.png;slika;512×512;lanac — chain (Predmeti);sve igre
rijec-lanac.mp3;zvuk;—;izgovor: „lanac”;sve igre
rijec-zemljovid.png;slika;512×512;zemljovid — map (Predmeti);sve igre
rijec-zemljovid.mp3;zvuk;—;izgovor: „zemljovid”;sve igre
rijec-zastava.png;slika;512×512;zastava — flag (Predmeti);sve igre
rijec-zastava.mp3;zvuk;—;izgovor: „zastava”;sve igre
rijec-balon.png;slika;512×512;balon — balloon (Predmeti);sve igre
rijec-balon.mp3;zvuk;—;izgovor: „balon”;sve igre
rijec-igracka.png;slika;512×512;igračka — toy (Predmeti);sve igre
rijec-igracka.mp3;zvuk;—;izgovor: „igračka”;sve igre
rijec-kocka.png;slika;512×512;kocka — dice (Predmeti);sve igre
rijec-kocka.mp3;zvuk;—;izgovor: „kocka”;sve igre
rijec-kotac.png;slika;512×512;kotač — wheel (Predmeti);sve igre
rijec-kotac.mp3;zvuk;—;izgovor: „kotač”;sve igre
rijec-baterijska-svjetiljka.png;slika;512×512;baterijska svjetiljka — torch (Predmeti);sve igre
rijec-baterijska-svjetiljka.mp3;zvuk;—;izgovor: „baterijska svjetiljka”;sve igre
rijec-ruksak.png;slika;512×512;ruksak — backpack (Predmeti);sve igre
rijec-ruksak.mp3;zvuk;—;izgovor: „ruksak”;sve igre
rijec-naljepnica.png;slika;512×512;naljepnica — sticker (Predmeti);sve igre
rijec-naljepnica.mp3;zvuk;—;izgovor: „naljepnica”;sve igre
rijec-kutlaca.png;slika;512×512;kutlača — ladle (Predmeti);sve igre
rijec-kutlaca.mp3;zvuk;—;izgovor: „kutlača”;sve igre
rijec-vaza.png;slika;512×512;vaza — vase (Predmeti);sve igre
rijec-vaza.mp3;zvuk;—;izgovor: „vaza”;sve igre
rijec-sesir.png;slika;512×512;šešir — hat (Odjeća);sve igre
rijec-sesir.mp3;zvuk;—;izgovor: „šešir”;sve igre
rijec-cipela.png;slika;512×512;cipela — shoe (Odjeća);sve igre
rijec-cipela.mp3;zvuk;—;izgovor: „cipela”;sve igre
rijec-sal.png;slika;512×512;šal — scarf (Odjeća);sve igre
rijec-sal.mp3;zvuk;—;izgovor: „šal”;sve igre
rijec-dres.png;slika;512×512;dres — jersey (Odjeća);sve igre
rijec-dres.mp3;zvuk;—;izgovor: „dres”;sve igre
rijec-majica.png;slika;512×512;majica — T-shirt (Odjeća);sve igre
rijec-majica.mp3;zvuk;—;izgovor: „majica”;sve igre
rijec-kosulja.png;slika;512×512;košulja — shirt (Odjeća);sve igre
rijec-kosulja.mp3;zvuk;—;izgovor: „košulja”;sve igre
rijec-hlace.png;slika;512×512;hlače — trousers (Odjeća);sve igre
rijec-hlace.mp3;zvuk;—;izgovor: „hlače”;sve igre
rijec-traperice.png;slika;512×512;traperice — jeans (Odjeća);sve igre
rijec-traperice.mp3;zvuk;—;izgovor: „traperice”;sve igre
rijec-suknja.png;slika;512×512;suknja — skirt (Odjeća);sve igre
rijec-suknja.mp3;zvuk;—;izgovor: „suknja”;sve igre
rijec-haljina.png;slika;512×512;haljina — dress (Odjeća);sve igre
rijec-haljina.mp3;zvuk;—;izgovor: „haljina”;sve igre
rijec-jakna.png;slika;512×512;jakna — jacket (Odjeća);sve igre
rijec-jakna.mp3;zvuk;—;izgovor: „jakna”;sve igre
rijec-kaput.png;slika;512×512;kaput — coat (Odjeća);sve igre
rijec-kaput.mp3;zvuk;—;izgovor: „kaput”;sve igre
rijec-dzemper.png;slika;512×512;džemper — sweater (Odjeća);sve igre
rijec-dzemper.mp3;zvuk;—;izgovor: „džemper”;sve igre
rijec-carapa.png;slika;512×512;čarapa — sock (Odjeća);sve igre
rijec-carapa.mp3;zvuk;—;izgovor: „čarapa”;sve igre
rijec-rukavica.png;slika;512×512;rukavica — glove (Odjeća);sve igre
rijec-rukavica.mp3;zvuk;—;izgovor: „rukavica”;sve igre
rijec-kapa.png;slika;512×512;kapa — cap (Odjeća);sve igre
rijec-kapa.mp3;zvuk;—;izgovor: „kapa”;sve igre
rijec-tenisice.png;slika;512×512;tenisice — sneakers (Odjeća);sve igre
rijec-tenisice.mp3;zvuk;—;izgovor: „tenisice”;sve igre
rijec-cizma.png;slika;512×512;čizma — boot (Odjeća);sve igre
rijec-cizma.mp3;zvuk;—;izgovor: „čizma”;sve igre
rijec-papuca.png;slika;512×512;papuča — slipper (Odjeća);sve igre
rijec-papuca.mp3;zvuk;—;izgovor: „papuča”;sve igre
rijec-odijelo.png;slika;512×512;odijelo — suit (Odjeća);sve igre
rijec-odijelo.mp3;zvuk;—;izgovor: „odijelo”;sve igre
rijec-kravata.png;slika;512×512;kravata — tie (Odjeća);sve igre
rijec-kravata.mp3;zvuk;—;izgovor: „kravata”;sve igre
rijec-pojas.png;slika;512×512;pojas — belt (Odjeća);sve igre
rijec-pojas.mp3;zvuk;—;izgovor: „pojas”;sve igre
rijec-kupaci.png;slika;512×512;kupaći — swimsuit (Odjeća);sve igre
rijec-kupaci.mp3;zvuk;—;izgovor: „kupaći”;sve igre
rijec-pidzama.png;slika;512×512;pidžama — pyjamas (Odjeća);sve igre
rijec-pidzama.mp3;zvuk;—;izgovor: „pidžama”;sve igre
rijec-nausnica.png;slika;512×512;naušnica — earring (Odjeća);sve igre
rijec-nausnica.mp3;zvuk;—;izgovor: „naušnica”;sve igre
rijec-prsten.png;slika;512×512;prsten — ring (Odjeća);sve igre
rijec-prsten.mp3;zvuk;—;izgovor: „prsten”;sve igre
rijec-odjeca.png;slika;512×512;odjeća — clothes (Odjeća);sve igre
rijec-odjeca.mp3;zvuk;—;izgovor: „odjeća”;sve igre
rijec-velicina.png;slika;512×512;veličina — size (Odjeća);sve igre
rijec-velicina.mp3;zvuk;—;izgovor: „veličina”;sve igre
rijec-dzep.png;slika;512×512;džep — pocket (Odjeća);sve igre
rijec-dzep.mp3;zvuk;—;izgovor: „džep”;sve igre
rijec-gumb.png;slika;512×512;gumb — button (Odjeća);sve igre
rijec-gumb.mp3;zvuk;—;izgovor: „gumb”;sve igre
rijec-cvijece.png;slika;512×512;cvijeće — flowers (Priroda);sve igre
rijec-cvijece.mp3;zvuk;—;izgovor: „cvijeće”;sve igre
rijec-more.png;slika;512×512;more — sea (Priroda);sve igre
rijec-more.mp3;zvuk;—;izgovor: „more”;sve igre
rijec-sunce.png;slika;512×512;sunce — sun (Priroda);sve igre
rijec-sunce.mp3;zvuk;—;izgovor: „sunce”;sve igre
rijec-nebo.png;slika;512×512;nebo — sky (Priroda);sve igre
rijec-nebo.mp3;zvuk;—;izgovor: „nebo”;sve igre
rijec-drvo.png;slika;512×512;drvo — tree (Priroda);sve igre
rijec-drvo.mp3;zvuk;—;izgovor: „drvo”;sve igre
rijec-rijeka.png;slika;512×512;rijeka — river (Priroda);sve igre
rijec-rijeka.mp3;zvuk;—;izgovor: „rijeka”;sve igre
rijec-kisa.png;slika;512×512;kiša — rain (Priroda);sve igre
rijec-kisa.mp3;zvuk;—;izgovor: „kiša”;sve igre
rijec-zvijezda.png;slika;512×512;zvijezda — star (Priroda);sve igre
rijec-zvijezda.mp3;zvuk;—;izgovor: „zvijezda”;sve igre
rijec-otok.png;slika;512×512;otok — island (Priroda);sve igre
rijec-otok.mp3;zvuk;—;izgovor: „otok”;sve igre
rijec-planina.png;slika;512×512;planina — mountain (Priroda);sve igre
rijec-planina.mp3;zvuk;—;izgovor: „planina”;sve igre
rijec-brdo.png;slika;512×512;brdo — hill (Priroda);sve igre
rijec-brdo.mp3;zvuk;—;izgovor: „brdo”;sve igre
rijec-suma.png;slika;512×512;šuma — forest (Priroda);sve igre
rijec-suma.mp3;zvuk;—;izgovor: „šuma”;sve igre
rijec-jezero.png;slika;512×512;jezero — lake (Priroda);sve igre
rijec-jezero.mp3;zvuk;—;izgovor: „jezero”;sve igre
rijec-polje.png;slika;512×512;polje — field (Priroda);sve igre
rijec-polje.mp3;zvuk;—;izgovor: „polje”;sve igre
rijec-livada.png;slika;512×512;livada — meadow (Priroda);sve igre
rijec-livada.mp3;zvuk;—;izgovor: „livada”;sve igre
rijec-cvijet.png;slika;512×512;cvijet — flower (Priroda);sve igre
rijec-cvijet.mp3;zvuk;—;izgovor: „cvijet”;sve igre
